"uniqueid","path","text_body","answer_type","question_type","mark_scheme","needs_context","exam","subject","section","topic","order","marks","parent_id","is_root","reference_code","subtopic","level","paper","command_term"
"bio2025_9064988","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Outline, using graphs, the effect of different factors that influence enzyme activity.</p>","structured","LFA","<ol style=""list-style-type:lower-alpha;"">
<li>enzymes have active sites that bind specific substrates;</li>
<li>act as catalysts to speed up reactions<br/><em><strong>OR</strong></em><br/>lower activation energy;</li>
<li>rate/activity increases with temperature;</li>
<li>up to an <span style=""text-decoration:underline;"">optimum temperature</span>;</li>
<li>sharp decline in activity above (optimum temperature);<br/>(<em>Graph has to be clearly asymmetrical for mpe</em>)<br/>(<em>Graph shown would earn mpc, mpd and mpe</em>)<br/><img class=""question-image"" data-image-id=""5576f5c22aa775e2"" data-position=""1""/>;</li>
<li>rate/activity declines at a pH above and below the <span style=""text-decoration:underline;"">optimum pH</span><br/>(<em>Graph shown would earn mpf</em>)<br/><img class=""question-image"" data-image-id=""a09dadc7c43615ea"" data-position=""2""/>;</li>
<li>rate/activity increases sharply as substrate concentration goes up;</li>
<li>above a certain concentration, the rate reaches a maximum/plateau;<br/>(<em>Graph shown would earn mpg and mph</em>)<br/><img class=""question-image"" data-image-id=""543b663da5102cde"" data-position=""3""/>;Â </li>
<li>competitive inhibitor present, as substrate concentration increases, enzyme requires higher concentration to achieve maximum rate / graph showing this with and without inhibitor;</li>
<li>non-competitive inhibitor present, as substrate concentration rises, enzyme activity is lower at all substrate concentrations / graph showing shape with and without inhibitor;</li>
</ol>
<p><em>Award <strong>[3 max]</strong> if there are no graphs.</em></p>
<p><em>For each graph, axes must be correctly labelled, the shape must be correctly drawn.</em></p>
<p><em>Marks can be awarded to a correctly annotated graph.</em></p>","TRUE","May 2022","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","7a","5","","FALSE","22M.2.SL.TZ2.7a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","2","Outline"
"bio2025_9064991","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Outline, using graphs, the effect of different factors that influence enzyme activity.</p>","structured","LFA","<ol style=""list-style-type:lower-alpha;"">
<li>enzymes have active sites that bind specific substrates;</li>
<li>act as catalysts to speed up reactions<br/><em><strong>OR</strong></em><br/>lower activation energy;</li>
<li>rate/activity increases with temperature;</li>
<li>up to an <span style=""text-decoration:underline;"">optimum temperature</span>;</li>
<li>sharp decline in activity above (optimum temperature);<br/>(<em>Graph has to be clearly asymmetrical for mpe</em>)<br/>(<em>Graph shown would earn mpc, mpd and mpe</em>)<br/><img class=""question-image"" data-image-id=""5576f5c22aa775e2"" data-position=""1""/>;</li>
<li>rate/activity declines at a pH above and below the <span style=""text-decoration:underline;"">optimum pH</span><br/>(<em>Graph shown would earn mpf</em>)<br/><img class=""question-image"" data-image-id=""a09dadc7c43615ea"" data-position=""2""/>;</li>
<li>rate/activity increases sharply as substrate concentration goes up;</li>
<li>above a certain concentration, the rate reaches a maximum/plateau;<br/>(<em>Graph shown would earn mpg and mph</em>)<br/><img class=""question-image"" data-image-id=""543b663da5102cde"" data-position=""3""/>;Â </li>
<li>competitive inhibitor present, as substrate concentration increases, enzyme requires higher concentration to achieve maximum rate / graph showing this with and without inhibitor;</li>
<li>non-competitive inhibitor present, as substrate concentration rises, enzyme activity is lower at all substrate concentrations / graph showing shape with and without inhibitor;</li>
</ol>
<p><em>Award <strong>[3 max]</strong> if there are no graphs.</em></p>
<p><em>For each graph, axes must be correctly labelled, the shape must be correctly drawn.</em></p>
<p><em>Marks can be awarded to a correctly annotated graph.</em></p>","TRUE","May 2022","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","a","5","","FALSE","22M.2.SL.TZ2.a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","2","Outline"
"bio2025_1239600","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Explain the decrease in activity of the enzyme on either side of the optimum temperature.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>as temperature rises/is higher (than optimal temperature), the enzyme is denatured;</li>
<li>as the temperature drops the enzyme molecules have less kinetic energy<br/><em><strong>OR</strong></em><br/>fewer successful collisions;</li>
</ol>
<p><em>OWTTE</em></p>","TRUE","May 2022","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","5a","2","","FALSE","22M.2.SL.TZ2.5a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","2","Explain"
"bio2025_9064764","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Explain the decrease in activity of the enzyme on either side of the optimum temperature.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>as temperature rises/is higher (than optimal temperature), the enzyme is denatured;</li>
<li>as the temperature drops the enzyme molecules have less kinetic energy<br/><em><strong>OR</strong></em><br/>fewer successful collisions;</li>
</ol>
<p><em>OWTTE</em></p>","TRUE","May 2022","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","5a","2","","FALSE","22M.2.SL.TZ2.5a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","2","Explain"
"bio2025_9064766","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Explain the decrease in activity of the enzyme on either side of the optimum temperature.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>as temperature rises/is higher (than optimal temperature), the enzyme is denatured;</li>
<li>as the temperature drops the enzyme molecules have less kinetic energy<br/><em><strong>OR</strong></em><br/>fewer successful collisions;</li>
</ol>
<p><em>OWTTE</em></p>","TRUE","May 2022","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","a","2","","FALSE","22M.2.SL.TZ2.a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","2","Explain"
"bio2025_3069441","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>In the grass plant <em>Halopyrum mucronatum</em>, the enzyme amylase breaks bonds in polysaccharidesÂ during germination. The graph shows how the activity of the enzyme varies with the concentrationÂ of polysaccharide.</p>
<p style=""text-align:center;""><img class=""question-image"" data-image-id=""240d9dee80f7fcf7"" data-position=""1""/></p>
<p style=""text-align:center;""><sub>[Source: Material from: Siddiqui, Z.S. and Khan, M.A., The role of enzyme amylase in two germinating seed morphs of</sub><br/><sub><em>Halopyrum mucronatum</em> (L.) Stapf. in saline and non-saline environment, published 2011, <em>Acta Physiologiae</em></sub><br/><sub><em>Plantarum</em>, reproduced with permission of SNCSC.]</sub></p>
<p style=""text-align:center;"">Â </p>
<p>What is the reason for the curve levelling off?<br/><br/></p>
<p>A.Â  There is insufficient substrate for the enzyme to act on.</p>
<p>B.Â  The product acts as an enzyme inhibitor.</p>
<p>C.Â  The enzymes have all been consumed in the reaction.</p>
<p>D.Â  All the enzyme active sites are occupied by substrate.</p>","MCQ","MCQ","<p>D</p>","FALSE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","8","1","","TRUE","23M.1A.SL.TZ2.8","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1A",""
"bio2025_3069598","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>In the grass plant <em>Halopyrum mucronatum</em>, the enzyme amylase breaks bonds in polysaccharidesÂ during germination. The graph shows how the activity of the enzyme varies with the concentrationÂ of polysaccharide.</p>
<p style=""text-align:center;""><img class=""question-image"" data-image-id=""240d9dee80f7fcf7"" data-position=""1""/></p>
<p style=""text-align:center;""><sub>[Source: Material from: Siddiqui, Z.S. and Khan, M.A., The role of enzyme amylase in two germinating seed morphs of</sub><br/><sub><em>Halopyrum mucronatum</em> (L.) Stapf. in saline and non-saline environment, published 2011, <em>Acta Physiologiae</em></sub><br/><sub><em>Plantarum</em>, reproduced with permission of SNCSC.]</sub></p>
<p style=""text-align:center;"">Â </p>
<p>What is the reason for the curve levelling off?<br/><br/></p>
<p>A.Â  There is insufficient substrate for the enzyme to act on.</p>
<p>B.Â  The product acts as an enzyme inhibitor.</p>
<p>C.Â  The enzymes have all been consumed in the reaction.</p>
<p>D.Â  All the enzyme active sites are occupied by substrate.</p>","MCQ","MCQ","<p>D</p>","FALSE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","9","1","","TRUE","23M.1A.SL.TZ2.9","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1A",""
"bio2025_9066062","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>In the grass plant <em>Halopyrum mucronatum</em>, the enzyme amylase breaks bonds in polysaccharidesÂ during germination. The graph shows how the activity of the enzyme varies with the concentrationÂ of polysaccharide.</p>
<p style=""text-align:center;""><img class=""question-image"" data-image-id=""240d9dee80f7fcf7"" data-position=""1""/></p>
<p style=""text-align:center;""><sub>[Source: Material from: Siddiqui, Z.S. and Khan, M.A., The role of enzyme amylase in two germinating seed morphs of</sub><br/><sub><em>Halopyrum mucronatum</em> (L.) Stapf. in saline and non-saline environment, published 2011, <em>Acta Physiologiae</em></sub><br/><sub><em>Plantarum</em>, reproduced with permission of SNCSC.]</sub></p>
<p style=""text-align:center;"">Â </p>
<p>What is the reason for the curve levelling off?<br/><br/></p>
<p>A.Â  There is insufficient substrate for the enzyme to act on.</p>
<p>B.Â  The product acts as an enzyme inhibitor.</p>
<p>C.Â  The enzymes have all been consumed in the reaction.</p>
<p>D.Â  All the enzyme active sites are occupied by substrate.</p>","MCQ","MCQ","<p>D</p>","FALSE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","8","1","","TRUE","23M.1A.SL.TZ2.8","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1A",""
"bio2025_9066063","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>In the grass plant <em>Halopyrum mucronatum</em>, the enzyme amylase breaks bonds in polysaccharidesÂ during germination. The graph shows how the activity of the enzyme varies with the concentrationÂ of polysaccharide.</p>
<p style=""text-align:center;""><img class=""question-image"" data-image-id=""240d9dee80f7fcf7"" data-position=""1""/></p>
<p style=""text-align:center;""><sub>[Source: Material from: Siddiqui, Z.S. and Khan, M.A., The role of enzyme amylase in two germinating seed morphs of</sub><br/><sub><em>Halopyrum mucronatum</em> (L.) Stapf. in saline and non-saline environment, published 2011, <em>Acta Physiologiae</em></sub><br/><sub><em>Plantarum</em>, reproduced with permission of SNCSC.]</sub></p>
<p style=""text-align:center;"">Â </p>
<p>What is the reason for the curve levelling off?<br/><br/></p>
<p>A.Â  There is insufficient substrate for the enzyme to act on.</p>
<p>B.Â  The product acts as an enzyme inhibitor.</p>
<p>C.Â  The enzymes have all been consumed in the reaction.</p>
<p>D.Â  All the enzyme active sites are occupied by substrate.</p>","MCQ","MCQ","<p>D</p>","FALSE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","9","1","","TRUE","23M.1A.SL.TZ2.9","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1A",""
"bio2025_2750042","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Explain how temperature affects enzymes.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>speed of reaction/catalysis increases as temperature rises;</li>
<li>faster molecular motion so more collisions between substrate and active site;</li>
<li>denaturation at higher temperatures;</li>
<li>(denaturation causes) shape/conformation/structure of enzyme/active site altered/damaged;</li>
<li>an enzyme works fastest at its optimum temperature;</li>
<li>inactivation at lower temperatures (due to very few collisions);</li>
<li>sketch graph to model the effect of temperature on enzyme activity;</li>
</ol>
<p><em>Graphs would need to be well annotated.</em></p>
<p><em>Must not be bell shaped.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","6a","4","","FALSE","23M.2.SL.TZ2.6a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","2","Explain"
"bio2025_9065922","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Explain how temperature affects enzymes.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>speed of reaction/catalysis increases as temperature rises;</li>
<li>faster molecular motion so more collisions between substrate and active site;</li>
<li>denaturation at higher temperatures;</li>
<li>(denaturation causes) shape/conformation/structure of enzyme/active site altered/damaged;</li>
<li>an enzyme works fastest at its optimum temperature;</li>
<li>inactivation at lower temperatures (due to very few collisions);</li>
<li>sketch graph to model the effect of temperature on enzyme activity;</li>
</ol>
<p><em>Graphs would need to be well annotated.</em></p>
<p><em>Must not be bell shaped.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","6a","4","","FALSE","23M.2.SL.TZ2.6a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","2","Explain"
"bio2025_9065929","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Explain how temperature affects enzymes.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>speed of reaction/catalysis increases as temperature rises;</li>
<li>faster molecular motion so more collisions between substrate and active site;</li>
<li>denaturation at higher temperatures;</li>
<li>(denaturation causes) shape/conformation/structure of enzyme/active site altered/damaged;</li>
<li>an enzyme works fastest at its optimum temperature;</li>
<li>inactivation at lower temperatures (due to very few collisions);</li>
<li>sketch graph to model the effect of temperature on enzyme activity;</li>
</ol>
<p><em>Graphs would need to be well annotated.</em></p>
<p><em>Must not be bell shaped.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","a","4","","FALSE","23M.2.SL.TZ2.a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","2","Explain"
"bio2025_2859985","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>State the effect that immobilizing the enzyme had on the relative activity of the enzyme.</p>","structured","SFA","<p>activity of the enzyme is higher than normal enzymes (at temperatures over 30âÂ°C);</p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","1a","1","","FALSE","23M.1B.SL.TZ1.1a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","State"
"bio2025_9065933","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>State the effect that immobilizing the enzyme had on the relative activity of the enzyme.</p>","structured","SFA","<p>activity of the enzyme is higher than normal enzymes (at temperatures over 30âÂ°C);</p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","a","1","","FALSE","23M.1B.SL.TZ1.a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","State"
"bio2025_2859986","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Identify <strong>one</strong> variable that should be kept constant while measuring enzyme activity atÂ all temperatures.</p>","structured","SFA","<p>pH/concentration of enzyme/concentration of substrate;</p>
<p><em>Do not accept temperature<br/></em></p>
<p><em>Do not accept âamountâ</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","1b","1","","FALSE","23M.1B.SL.TZ1.1b","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Identify"
"bio2025_9065934","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Identify <strong>one</strong> variable that should be kept constant while measuring enzyme activity atÂ all temperatures.</p>","structured","SFA","<p>pH/concentration of enzyme/concentration of substrate;</p>
<p><em>Do not accept temperature<br/></em></p>
<p><em>Do not accept âamountâ</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","b","1","","FALSE","23M.1B.SL.TZ1.b","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Identify"
"bio2025_2859987","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Evaluate the reliability of the results.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>only 3 readings at each temperature may be insufficient;</li>
<li>reliable as error bars are small;</li>
</ol>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","1c","1","","FALSE","23M.1B.SL.TZ1.1c","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Evaluate"
"bio2025_9065935","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Evaluate the reliability of the results.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>only 3 readings at each temperature may be insufficient;</li>
<li>reliable as error bars are small;</li>
</ol>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","c","1","","FALSE","23M.1B.SL.TZ1.c","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Evaluate"
"bio2025_2860009","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Using the information in the graph, describe how the experiment could be extended toÂ determine the optimum temperature for immobilized HRP.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>the graph shows the optimum temperature to be near 40 Â°C;</li>
<li>choose smaller range of temperature (between 30 and 50 Â°C);</li>
<li>smaller increments of temperature</li>
</ol>
<p><em>c. Accept numbers such as 1 or 5 degrees.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","1d","2","","FALSE","23M.1B.SL.TZ1.1d","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Describe"
"bio2025_9065936","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Using the information in the graph, describe how the experiment could be extended toÂ determine the optimum temperature for immobilized HRP.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>the graph shows the optimum temperature to be near 40 Â°C;</li>
<li>choose smaller range of temperature (between 30 and 50 Â°C);</li>
<li>smaller increments of temperature</li>
</ol>
<p><em>c. Accept numbers such as 1 or 5 degrees.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","d","2","","FALSE","23M.1B.SL.TZ1.d","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Describe"
"bio2025_2950281","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>State a variable that should be kept constant.</p>","structured","SFA","<p>enzyme/substrate/egg white concentration/volume/pH/temperature;</p>
<p><em>Accept another reasonable variable.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","2ai","1","","FALSE","23M.1B.SL.TZ2.2ai","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","State"
"bio2025_9065975","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>State a variable that should be kept constant.</p>","structured","SFA","<p>enzyme/substrate/egg white concentration/volume/pH/temperature;</p>
<p><em>Accept another reasonable variable.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","i","1","","FALSE","23M.1B.SL.TZ2.i","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","State"
"bio2025_2950282","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Identify the independent variable.</p>","structured","SFA","<p>(with/without) ultrasound pretreatment / time;</p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","2aii","1","","FALSE","23M.1B.SL.TZ2.2aii","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Identify"
"bio2025_9065976","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Identify the independent variable.</p>","structured","SFA","<p>(with/without) ultrasound pretreatment / time;</p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","ii","1","","FALSE","23M.1B.SL.TZ2.ii","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Identify"
"bio2025_2950237","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Outline the steps to produce a 10â% egg white solution.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>measure 10âg/parts egg whites;</li>
<li>add to 90âg/parts of water;</li>
</ol>
<p><em>Accept use of volume instead of mass.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","2b","2","","FALSE","23M.1B.SL.TZ2.2b","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Outline"
"bio2025_9065972","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Outline the steps to produce a 10â% egg white solution.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>measure 10âg/parts egg whites;</li>
<li>add to 90âg/parts of water;</li>
</ol>
<p><em>Accept use of volume instead of mass.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","b","2","","FALSE","23M.1B.SL.TZ2.b","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Outline"
"bio2025_2950262","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Each measurement was repeated several times. Explain the need for replicates ofÂ each treatment.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>more reliable results;</li>
<li>to identify outliers/anomalous results<br/><em><strong>OR<br/></strong></em>reduce random errors;</li>
<li>assess the variability of the data<br/><em><strong>OR<br/></strong></em>allows statistical tests/calculation of mean/standard deviation/correlation;</li>
</ol>
<p><em>Mp a: do not accept âaccurateâ.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","2c","2","","FALSE","23M.1B.SL.TZ2.2c","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Explain"
"bio2025_9065973","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Each measurement was repeated several times. Explain the need for replicates ofÂ each treatment.</p>","structured","SFA","<ol style=""list-style-type:lower-alpha;"">
<li>more reliable results;</li>
<li>to identify outliers/anomalous results<br/><em><strong>OR<br/></strong></em>reduce random errors;</li>
<li>assess the variability of the data<br/><em><strong>OR<br/></strong></em>allows statistical tests/calculation of mean/standard deviation/correlation;</li>
</ol>
<p><em>Mp a: do not accept âaccurateâ.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","c","2","","FALSE","23M.1B.SL.TZ2.c","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Explain"
"bio2025_2950263","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Using the data, deduce whether pretreatment with ultrasound is effective forÂ hydrolysing proteins.</p>","structured","SFA","<p>it is not, as hydrolysis is higher without ultrasound pretreatment<br/><em><strong>OR</strong></em><br/>it is not, as hydrolysis is lower with ultrasound pretreatment;</p>
<p><em>Do not accept numerical values only with no attempt to evaluate their importance.<br/></em></p>
<p><em>Do not accept increase/decrease instead of lower/higher.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","2d","1","","FALSE","23M.1B.SL.TZ2.2d","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Deduce"
"bio2025_9065974","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>Using the data, deduce whether pretreatment with ultrasound is effective forÂ hydrolysing proteins.</p>","structured","SFA","<p>it is not, as hydrolysis is higher without ultrasound pretreatment<br/><em><strong>OR</strong></em><br/>it is not, as hydrolysis is lower with ultrasound pretreatment;</p>
<p><em>Do not accept numerical values only with no attempt to evaluate their importance.<br/></em></p>
<p><em>Do not accept increase/decrease instead of lower/higher.</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","d","1","","FALSE","23M.1B.SL.TZ2.d","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","Deduce"
"bio2025_2888752","C. Interaction and interdependence > C1.1. Enzymes and metabolism > C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","<p>State the purpose of lime water in flask B.</p>","structured","SFA","<p>to check there is no carbon dioxide (left in the air)/show any carbon dioxide present;</p>
<p><em>Do not accept absorb carbon dioxide</em></p>","TRUE","May 2023","DP Biology (first assessment 2025)","C. Interaction and interdependence","C1.1. Enzymes and metabolism","1a","1","","FALSE","23M.1B.SL.TZ1.1a","C1.1.8. Effects of temperature, pH and substrate concentration on the rate of enzyme activity","sl","1B","State"
